Brand,Model,Generation,Spec-model,Acceleration 0-100 km/h,1/4tb mile ET
Ford,Capri,Capri III (GECP),not known
Ford,Capri,Capri III (GECP),10.1 sec ,16.168
Ford,Capri,Capri III (GECP),not known
Ford,Capri,Capri III (GECP),12.7 sec ,not known
Ford,Capri,Capri III (GECP),16.3 sec ,not known
Ford,Mondeo,Mondeo I Hatchback,8.6 sec ,15.099
Ford,Mondeo,Mondeo I Hatchback,10.1 sec ,16.387
Ford,Mondeo,Mondeo I Hatchback,9.7 sec ,16.0
Ford,Mondeo,Mondeo I Hatchback,11.1 sec ,17.012
Ford,Mondeo,Mondeo I Hatchback,13.7 sec ,18.738
Ford,Mondeo,Mondeo I Hatchback,13.5 sec ,18.487
Ford,Mondeo,Mondeo I Hatchback,13.7 sec ,18.401
Ford,S-MAX,S-MAX (facelift 2010),8.9 sec ,15.592
Ford,S-MAX,S-MAX (facelift 2010),8.6 sec ,15.592
Ford,S-MAX,S-MAX (facelift 2010),7.9 sec ,14.433
Ford,S-MAX,S-MAX (facelift 2010),7.6 sec ,not known
Ford,S-MAX,S-MAX (facelift 2010),8.5 sec ,15.288
Ford,S-MAX,S-MAX (facelift 2010),8.2 sec ,not known
Ford,S-MAX,S-MAX (facelift 2010),10.2 sec ,16.548
Ford,S-MAX,S-MAX (facelift 2010),9.5 sec ,16.548
Ford,S-MAX,S-MAX (facelift 2010),10.9 sec ,16.911
Ford,S-MAX,S-MAX (facelift 2010),10.9 sec ,17.405
Ford,S-MAX,S-MAX (facelift 2010),10.2 sec ,17.405
Ford,S-MAX,S-MAX (facelift 2010),9.8 sec ,16.333
Ford,S-MAX,S-MAX (facelift 2010),13 sec ,18.613
Ford,Focus,Focus IV Active Wagon,9.5 sec ,16.279
Ford,Focus,Focus IV Active Wagon,8.7 sec ,16.168
Ford,Focus,Focus IV Active Wagon,8.9 sec ,14.84
Ford,Focus,Focus IV Active Wagon,9.9 sec ,15.828
Ford,Focus,Focus IV Active Wagon,9.9 sec ,15.711
Ford,Focus,Focus IV Active Wagon,11 sec ,17.112
Ford,Focus,Focus IV Active Wagon,11.1 sec ,16.962
Ford,Focus,Focus IV Active Wagon,9.7 sec ,15.472
Ford,Focus,Focus IV Active Wagon,10.6 sec ,16.601
Ford,Focus,Focus IV Active Wagon,12 sec ,16.758
Ford,Focus,Focus IV Active Wagon,10.6 sec ,16.601
Ford,Bronco,Bronco VI Four-door,13.927
Ford,Bronco,Bronco VI Four-door,not known
Ford,Bronco,Bronco VI Four-door,not known
Ford,Bronco,Bronco VI Four-door,not known
Ford,F-Series F-100/F-150,F-Series F-150 XIII SuperCab,13.218
Ford,F-Series F-100/F-150,F-Series F-150 XIII SuperCab,13.542
Ford,F-Series F-100/F-150,F-Series F-150 XIII SuperCab,13.382
Ford,F-Series F-100/F-150,F-Series F-150 XIII SuperCab,13.699
Ford,F-Series F-100/F-150,F-Series F-150 XIII SuperCab,14.571
Ford,F-Series F-100/F-150,F-Series F-150 XIII SuperCab,14.84
Ford,F-Series F-100/F-150,F-Series F-150 XIII SuperCab,14.002
Ford,F-Series F-100/F-150,F-Series F-150 XIII SuperCab,14.292
Ford,Tourneo Connect,Grand Tourneo Connect III,11.8 sec ,18.007
Ford,Tourneo Connect,Grand Tourneo Connect III,12.5 sec ,17.917
Ford,Tourneo Connect,Grand Tourneo Connect III,18.529
Ford,Tourneo Connect,Grand Tourneo Connect III,14 sec ,19.023
Ford,Tourneo Connect,Grand Tourneo Connect III,12.4 sec ,18.184
Ford,Tourneo Connect,Grand Tourneo Connect III,12.4 sec ,18.007
Ford,F-250 Super Duty,F-250 Super Duty IV (facelift 2020) Crew Cab Long box,14.292
Ford,F-250 Super Duty,F-250 Super Duty IV (facelift 2020) Crew Cab Long box,14.639
Ford,F-250 Super Duty,F-250 Super Duty IV (facelift 2020) Crew Cab Long box,14.363
Ford,F-250 Super Duty,F-250 Super Duty IV (facelift 2020) Crew Cab Long box,14.639
Ford,F-250 Super Duty,F-250 Super Duty IV (facelift 2020) Crew Cab Long box,14.773
Ford,F-250 Super Duty,F-250 Super Duty IV (facelift 2020) Crew Cab Long box,15.099
Ford,Expedition,Expedition IV MAX (U553),14.292
Ford,Expedition,Expedition IV MAX (U553),14.502
Ford,Escort,Escort VII Cabrio,11.5 sec ,18.228
Ford,Escort,Escort VII Cabrio,10.7 sec ,16.495
Ford,Escort,Escort VII Cabrio,12.7 sec ,17.78
Ford,Explorer,Explorer V (facelift 2018),14.502
Ford,Explorer,Explorer V (facelift 2018),14.639
Ford,Explorer,Explorer V (facelift 2018),13.852
Ford,Explorer,Explorer V (facelift 2018),14.571
Ford,Explorer,Explorer V (facelift 2018),14.773
Ford,F-Series F-250,F-Series F-250 IX Regular Cab,not known
Ford,F-Series F-250,F-Series F-250 IX Regular Cab,not known
Ford,F-Series F-250,F-Series F-250 IX Regular Cab,not known
Ford,F-Series F-250,F-Series F-250 IX Regular Cab,not known
Ford,F-Series F-250,F-Series F-250 IX Regular Cab,not known
Ford,F-Series F-250,F-Series F-250 IX Regular Cab,not known
Ford,F-350 Super Duty,F-350 Super Duty IV Crew Cab Long box,14.707
Ford,F-350 Super Duty,F-350 Super Duty IV Crew Cab Long box,14.707
Ford,F-350 Super Duty,F-350 Super Duty IV Crew Cab Long box,14.97
Ford,F-350 Super Duty,F-350 Super Duty IV Crew Cab Long box,14.97
Ford,F-350 Super Duty,F-350 Super Duty IV Crew Cab Long box,14.97
Ford,F-350 Super Duty,F-350 Super Duty IV Crew Cab Long box,15.288
Ford,F-350 Super Duty,F-350 Super Duty IV Crew Cab Long box,15.288
Ford,F-350 Super Duty,F-350 Super Duty IV Crew Cab Long box,15.592
Ford,Tourneo Connect,Tourneo Connect II,10.9 sec ,16.224
Ford,Tourneo Connect,Tourneo Connect II,13.8 sec ,17.734
Ford,Tourneo Connect,Tourneo Connect II,14.7 sec ,18.821
Ford,Tourneo Connect,Tourneo Connect II,14.7 sec ,18.821
Ford,Tourneo Connect,Tourneo Connect II,17.8 sec ,20.371
Ford,Tourneo Connect,Tourneo Connect II,17.8 sec ,20.371
Ford,Tourneo Connect,Tourneo Connect II,14 sec ,18.358
Ford,F-Series F-100/F-150,F-Series F-150 XIV SuperCab,13.134
Ford,F-Series F-100/F-150,F-Series F-150 XIV SuperCab,13.382
Ford,F-Series F-100/F-150,F-Series F-150 XIV SuperCab,13.134
Ford,F-Series F-100/F-150,F-Series F-150 XIV SuperCab,13.382
Ford,F-Series F-100/F-150,F-Series F-150 XIV SuperCab,14.363
Ford,F-Series F-100/F-150,F-Series F-150 XIV SuperCab,14.639
Ford,F-Series F-100/F-150,F-Series F-150 XIV SuperCab,16.0
Ford,F-Series F-100/F-150,F-Series F-150 XIV SuperCab,13.927
Ford,F-Series F-100/F-150,F-Series F-150 XIV SuperCab,14.221
Ford,Mondeo,Mondeo IV Hatchback (facelift 2019),9.1 sec ,16.056
Ford,Mondeo,Mondeo IV Hatchback (facelift 2019),8.9 sec ,15.885
Ford,Mondeo,Mondeo IV Hatchback (facelift 2019),10.3 sec ,17.162
Ford,Mondeo,Mondeo IV Hatchback (facelift 2019),9.7 sec ,17.062
Ford,Mondeo,Mondeo IV Hatchback (facelift 2019),11.4 sec ,18.358
Ford,Mondeo,Mondeo IV Hatchback (facelift 2019),11.1 sec ,16.224
Ford,Mondeo,Mondeo IV Hatchback (facelift 2019),10.3 sec ,16.112
Ford,F-Series F-100/F-150,F-Series F-150 VII Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VII Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VII Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VII Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VII Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VII Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VII Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VII Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VII Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VII Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VII Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VII Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VII Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VII Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VII Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VII Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VII Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VII Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VII Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VII Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VII Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VII Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VII Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VII Regular Cab,not known
Ford,C-MAX,Grand C-MAX (facelift 2015),8.8 sec ,16.0
Ford,C-MAX,Grand C-MAX (facelift 2015),8.8 sec ,16.0
Ford,C-MAX,Grand C-MAX (facelift 2015),9.8 sec ,16.601
Ford,C-MAX,Grand C-MAX (facelift 2015),9.8 sec ,16.601
Ford,C-MAX,Grand C-MAX (facelift 2015),10.7 sec ,16.706
Ford,C-MAX,Grand C-MAX (facelift 2015),10.7 sec ,16.706
Ford,C-MAX,Grand C-MAX (facelift 2015),12.3 sec ,17.5
Ford,C-MAX,Grand C-MAX (facelift 2015),12.3 sec ,17.5
Ford,C-MAX,Grand C-MAX (facelift 2015),12.3 sec ,17.871
Ford,C-MAX,Grand C-MAX (facelift 2015),12.3 sec ,17.871
Ford,C-MAX,Grand C-MAX (facelift 2015),12.3 sec ,17.594
Ford,C-MAX,Grand C-MAX (facelift 2015),12.3 sec ,17.594
Ford,C-MAX,Grand C-MAX (facelift 2015),13.4 sec ,17.734
Ford,C-MAX,Grand C-MAX (facelift 2015),13.4 sec ,17.734
Ford,C-MAX,Grand C-MAX (facelift 2015),13.4 sec ,17.734
Ford,C-MAX,Grand C-MAX (facelift 2015),13.4 sec ,17.734
Ford,C-MAX,Grand C-MAX (facelift 2015),12.3 sec ,17.594
Ford,C-MAX,Grand C-MAX (facelift 2015),12.3 sec ,17.594
Ford,C-MAX,Grand C-MAX (facelift 2015),14.4 sec ,19.023
Ford,C-MAX,Grand C-MAX (facelift 2015),14.4 sec ,19.023
Ford,C-MAX,Grand C-MAX (facelift 2015),14.4 sec ,19.023
Ford,C-MAX,Grand C-MAX (facelift 2015),14.4 sec ,19.023
Ford,C-MAX,Grand C-MAX (facelift 2015),9.5 sec ,15.35
Ford,C-MAX,Grand C-MAX (facelift 2015),9.5 sec ,15.35
Ford,C-MAX,Grand C-MAX (facelift 2015),9.7 sec ,16.224
Ford,C-MAX,Grand C-MAX (facelift 2015),9.7 sec ,16.224
Ford,C-MAX,Grand C-MAX (facelift 2015),10.5 sec ,16.333
Ford,C-MAX,Grand C-MAX (facelift 2015),10.5 sec ,16.333
Ford,C-MAX,Grand C-MAX (facelift 2015),12.3 sec ,17.308
Ford,C-MAX,Grand C-MAX (facelift 2015),12.3 sec ,17.308
Ford,C-MAX,Grand C-MAX (facelift 2015),13.7 sec ,18.655
Ford,C-MAX,Grand C-MAX (facelift 2015),13.7 sec ,18.655
Ford,Focus,Focus II Sedan,9.4 sec ,16.279
Ford,Focus,Focus II Sedan,9.3 sec ,15.769
Ford,Focus,Focus II Sedan,10.7 sec ,15.769
Ford,Focus,Focus II Sedan,10.9 sec ,17.308
Ford,Focus,Focus II Sedan,10.6 sec ,16.548
Ford,Focus,Focus II Sedan,11 sec ,17.357
Ford,Focus,Focus II Sedan,12.7 sec ,18.821
Ford,Focus,Focus II Sedan,10.9 sec ,16.911
Ford,Focus,Focus II Sedan,12 sec ,17.357
Ford,Focus,Focus II Sedan,13.6 sec ,17.357
Ford,Focus,Focus II Sedan,14.2 sec ,18.655
Ford,Crown Victoria,Crown Victoria II,15.225
Ford,Crown Victoria,Crown Victoria II,15.711
Ford,Crown Victoria,Crown Victoria (P7 facelift 2003),15.099
Ford,Crown Victoria,Crown Victoria (P7 facelift 2003),15.35
Ford,Escort,Escort Wagon II (USA),16.548
Ford,Escort,Escort Wagon II (USA),16.548
Ford,Escort,Escort Wagon II (USA),17.594
Ford,Escort,Escort Wagon II (USA),17.594
Ford,Aerostar,Aerostar,16.224
Ford,Aerostar,Aerostar,16.224
Ford,Aerostar,Aerostar,16.601
Ford,Aerostar,Aerostar,16.548
Ford,Aerostar,Aerostar,16.548
Ford,Aerostar,Aerostar,16.962
Ford,Aerostar,Aerostar,16.962
Ford,Mondeo,Mondeo I Sedan,8.7 sec ,15.035
Ford,Mondeo,Mondeo I Sedan,10.1 sec ,16.279
Ford,Mondeo,Mondeo I Sedan,9.7 sec ,15.943
Ford,Mondeo,Mondeo I Sedan,11.1 sec ,16.911
Ford,Mondeo,Mondeo I Sedan,13.5 sec ,18.529
Ford,Mondeo,Mondeo I Sedan,11.1 sec ,16.758
Ford,Mondeo,Mondeo I Sedan,11.1 sec ,16.758
Ford,Mondeo,Mondeo I Sedan,13.5 sec ,18.052
Ford,Mondeo,Mondeo I Sedan,13.7 sec ,18.315
Ford,Mustang,Mustang VI (facelift 2017),not known
Ford,Mustang,Mustang VI (facelift 2017),11.172
Ford,Mustang,Mustang VI (facelift 2017),11.172
Ford,Mustang,Mustang VI (facelift 2017),4.4 sec ,11.933
Ford,Mustang,Mustang VI (facelift 2017),4.8 sec ,11.83
Ford,Mustang,Mustang VI (facelift 2017),4.3 sec ,11.726
Ford,Mustang,Mustang VI (facelift 2017),4.6 sec ,11.726
Ford,Mustang,Mustang VI (facelift 2017),11.726
Ford,Mustang,Mustang VI (facelift 2017),11.726
Ford,Mustang,Mustang VI (facelift 2017),11.619
Ford,Mustang,Mustang VI (facelift 2017),13.134
Ford,Mustang,Mustang VI (facelift 2017),13.134
Ford,Escort,Escort III Turnier (AWA),not known
Ford,Escort,Escort III Turnier (AWA),not known
Ford,Escort,Escort III Turnier (AWA),not known
Ford,Escort,Escort III Turnier (AWA),not known
Ford,Escort,Escort III Turnier (AWA),not known
Ford,F-Series F-100/F-150,F-Series F-100 III,not known
Ford,F-Series F-100/F-150,F-Series F-100 III,not known
Ford,F-Series F-100/F-150,F-Series F-100 III,not known
Ford,F-Series F-100/F-150,F-Series F-100 III,not known
Ford,F-Series F-100/F-150,F-Series F-100 III,not known
Ford,F-Series F-100/F-150,F-Series F-100 III,not known
Ford,F-Series F-100/F-150,F-Series F-100 III,not known
Ford,F-Series F-100/F-150,F-Series F-100 III,not known
Ford,F-Series F-100/F-150,F-Series F-100 III,not known
Ford,F-Series F-100/F-150,F-Series F-100 III,not known
Ford,Sierra,Sierra Turnier II,15.225
Ford,Sierra,Sierra Turnier II,15.225
Ford,Sierra,Sierra Turnier II,15.099
Ford,Sierra,Sierra Turnier II,19.72
Ford,Sierra,Sierra Turnier II,19.72
Ford,Sierra,Sierra Turnier II,17.211
Ford,Sierra,Sierra Turnier II,16.495
Ford,Sierra,Sierra Turnier II,16.224
Ford,Sierra,Sierra Turnier II,16.495
Ford,Sierra,Sierra Turnier II,not known
Ford,Sierra,Sierra Turnier II,16.224
Ford,Sierra,Sierra Turnier II,16.962
Ford,Sierra,Sierra Turnier II,not known
Ford,Sierra,Sierra Turnier II,17.871
Ford,Sierra,Sierra Turnier II,18.096
Ford,Sierra,Sierra Turnier II,18.613
Ford,Sierra,Sierra Turnier II,18.613
Ford,Sierra,Sierra Turnier II,18.983
Ford,Sierra,Sierra Turnier II,19.261
Ford,Mondeo,Mondeo II Hatchback,7.9 sec ,14.433
Ford,Mondeo,Mondeo II Hatchback,9.6 sec ,15.592
Ford,Mondeo,Mondeo II Hatchback,8.7 sec ,15.592
Ford,Mondeo,Mondeo II Hatchback,8.7 sec ,15.828
Ford,Mondeo,Mondeo II Hatchback,11.3 sec ,16.962
Ford,Mondeo,Mondeo II Hatchback,9.8 sec ,16.962
Ford,Mondeo,Mondeo II Hatchback,12.5 sec ,17.826
Ford,Mondeo,Mondeo II Hatchback,10.7 sec ,17.826
Ford,Mondeo,Mondeo II Hatchback,13.2 sec ,19.339
Ford,Mondeo,Mondeo II Hatchback,10.9 sec ,16.112
Ford,Mondeo,Mondeo II Hatchback,9.9 sec ,16.112
Ford,Mondeo,Mondeo II Hatchback,10.9 sec ,16.653
Ford,Mondeo,Mondeo II Hatchback,10.9 sec ,16.911
Ford,Mondeo,Mondeo II Hatchback,11.7 sec ,17.641
Ford,F-350 Super Duty,F-350 Super Duty III Super Cab Short box,15.035
Ford,F-350 Super Duty,F-350 Super Duty III Super Cab Short box,15.288
Ford,F-350 Super Duty,F-350 Super Duty III Super Cab Short box,14.433
Ford,F-350 Super Duty,F-350 Super Duty III Super Cab Short box,14.97
Ford,Escort,"Escort Sedan (China, facelift 2018)",16.706
Ford,Escort,"Escort Sedan (China, facelift 2018)",16.495
Ford,Escort,"Escort Sedan (China, facelift 2018)",16.809
Ford,F-Series F-250,F-Series F-250 VII SuperCab,not known
Ford,F-Series F-250,F-Series F-250 VII SuperCab,not known
Ford,F-Series F-250,F-Series F-250 VII SuperCab,not known
Ford,F-Series F-250,F-Series F-250 VII SuperCab,not known
Ford,F-Series F-250,F-Series F-250 VII SuperCab,not known
Ford,F-Series F-250,F-Series F-250 VII SuperCab,not known
Ford,F-Series F-250,F-Series F-250 VII SuperCab,not known
Ford,F-Series F-250,F-Series F-250 VII SuperCab,not known
Ford,F-Series F-250,F-Series F-250 VII SuperCab,not known
Ford,F-Series F-250,F-Series F-250 VII SuperCab,not known
Ford,F-Series F-250,F-Series F-250 VII SuperCab,not known
Ford,F-Series F-250,F-Series F-250 VII SuperCab,not known
Ford,F-Series F-250,F-Series F-250 VII SuperCab,not known
Ford,F-Series F-250,F-Series F-250 VII SuperCab,not known
Ford,F-Series F-250,F-Series F-250 VII SuperCab,not known
Ford,F-Series F-250,F-Series F-250 VII SuperCab,not known
Ford,Bronco Sport,Bronco Sport,14.433
Ford,Bronco Sport,Bronco Sport,15.592
Ford,Figo,Figo Aspire II,not known
Ford,Figo,Figo Aspire II,not known
Ford,Figo,Figo Aspire II,not known
Ford,Festiva,Festiva II (DA),18.358
Ford,F-Series F-250,F-Series F-250 X SuperCab,not known
Ford,F-Series F-250,F-Series F-250 X SuperCab,not known
Ford,F-Series F-250,F-Series F-250 X SuperCab,not known
Ford,F-Series F-250,F-Series F-250 X SuperCab,not known
Ford,F-Series F-250,F-Series F-250 X SuperCab,not known
Ford,F-Series F-250,F-Series F-250 X SuperCab,not known
Ford,F-Series F-250,F-Series F-250 X SuperCab,not known
Ford,F-Series F-250,F-Series F-250 X SuperCab,not known
Ford,Kuga,Kuga II,10.4 sec ,16.601
Ford,Kuga,Kuga II,9.9 sec ,16.548
Ford,Kuga,Kuga II,11.2 sec ,17.452
Ford,Kuga,Kuga II,10.7 sec ,17.405
Ford,Kuga,Kuga II,10.6 sec ,17.112
Ford,Kuga,Kuga II,9.7 sec ,15.885
Ford,Kuga,Kuga II,9.7 sec ,16.962
Ford,Kuga,Kuga II,9.7 sec ,16.601
Ford,Flex,Flex,13.699
Ford,Flex,Flex,8.8 sec ,15.162
Ford,Flex,Flex,not known
Ford,Explorer,Explorer IV,14.639
Ford,Explorer,Explorer IV,14.773
Ford,Explorer,Explorer IV,9.4 sec ,16.0
Ford,Explorer,Explorer IV,10.2 sec ,16.224
Ford,Explorer,Explorer IV,16.056
Ford,Explorer,Explorer IV,16.168
Ford,Explorer,Explorer IV,15.943
Ford,Taurus,Taurus VIII (Middle East),not known
Ford,F-350 Super Duty,F-350 Super Duty V Super Cab Short box,14.221
Ford,F-350 Super Duty,F-350 Super Duty V Super Cab Short box,14.502
Ford,F-350 Super Duty,F-350 Super Duty V Super Cab Short box,14.363
Ford,F-350 Super Duty,F-350 Super Duty V Super Cab Short box,14.639
Ford,F-350 Super Duty,F-350 Super Duty V Super Cab Short box,13.927
Ford,F-350 Super Duty,F-350 Super Duty V Super Cab Short box,14.148
Ford,F-350 Super Duty,F-350 Super Duty V Super Cab Short box,14.148
Ford,F-350 Super Duty,F-350 Super Duty V Super Cab Short box,14.433
Ford,Escape,Escape IV (facelift 2023),14.075
Ford,Escape,Escape IV (facelift 2023),15.411
Ford,Escape,Escape IV (facelift 2023),15.592
Ford,Escape,Escape IV (facelift 2023),15.35
Ford,Escape,Escape IV (facelift 2023),15.532
Ford,Escape,Escape IV (facelift 2023),15.35
Ford,Taurus,"Taurus VII (China, facelift 2019)",8.5 sec ,not known
Ford,F-Series F-100/F-150,F-Series F-150 XIII SuperCrew (facelift 2018),13.542
Ford,F-Series F-100/F-150,F-Series F-150 XIII SuperCrew (facelift 2018),not known
Ford,F-Series F-100/F-150,F-Series F-150 XIII SuperCrew (facelift 2018),not known
Ford,F-Series F-100/F-150,F-Series F-150 XIII SuperCrew (facelift 2018),not known
Ford,F-Series F-100/F-150,F-Series F-150 XIII SuperCrew (facelift 2018),not known
Ford,F-Series F-100/F-150,F-Series F-150 XIII SuperCrew (facelift 2018),not known
Ford,F-Series F-100/F-150,F-Series F-150 XIII SuperCrew (facelift 2018),not known
Ford,F-Series F-100/F-150,F-Series F-150 XIII SuperCrew (facelift 2018),not known
Ford,F-Series F-100/F-150,F-Series F-150 XIII SuperCrew (facelift 2018),not known
Ford,F-Series F-100/F-150,F-Series F-150 X Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 X Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 X Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 X Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 X Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 X Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 X Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 X Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 X Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 X Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 X Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 X Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 X Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 X Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 X Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 X Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 X Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 X Regular Cab,not known
Ford,Sierra,Sierra Hatchback I,not known
Ford,Sierra,Sierra Hatchback I,not known
Ford,Sierra,Sierra Hatchback I,not known
Ford,Sierra,Sierra Hatchback I,19.607
Ford,Sierra,Sierra Hatchback I,not known
Ford,Sierra,Sierra Hatchback I,not known
Ford,Sierra,Sierra Hatchback I,not known
Ford,Sierra,Sierra Hatchback I,18.779
Ford,Sierra,Sierra Hatchback I,not known
Ford,Sierra,Sierra Hatchback I,not known
Ford,Sierra,Sierra Hatchback I,not known
Ford,Sierra,Sierra Hatchback I,not known
Ford,Sport Trac,Sport Trac II,not known
Ford,Sport Trac,Sport Trac II,not known
Ford,F-Series F-100/F-150,F-Series F-150 XI SuperCab,15.035
Ford,F-Series F-100/F-150,F-Series F-150 XI SuperCab,15.288
Ford,F-Series F-100/F-150,F-Series F-150 XI SuperCab,15.711
Ford,F-Series F-100/F-150,F-Series F-150 XI SuperCab,16.056
Ford,F-Series F-100/F-150,F-Series F-150 XI SuperCab,16.224
Ford,F-Series F-100/F-150,F-Series F-150 XI SuperCab,15.411
Ford,Taurus,Taurus V,14.363
Ford,Taurus,Taurus V,14.148
Ford,KA,KA (RBT),14.1 sec ,17.688
Ford,KA,KA (RBT),15.4 sec ,18.613
Ford,KA,KA (RBT),17.7 sec ,19.645
Ford,Taurus,Taurus II,8.4 sec ,14.221
Ford,Taurus,Taurus II,14.502
Ford,Taurus,Taurus II,14.292
Ford,Taurus,Taurus II,16.387
Ford,Taurus,Taurus II,16.333
Ford,Ranger,Ranger I Super Cab,14.363
Ford,Ranger,Ranger I Super Cab,15.828
Ford,Ranger,Ranger I Super Cab,not known
Ford,Ranger,Ranger I Super Cab,not known
Ford,Ranger,Ranger I Super Cab,17.734
Ford,Ranger,Ranger I Super Cab,17.734
Ford,Ranger,Ranger I Super Cab,16.224
Ford,Shelby,Shelby II Cabrio (facelift 2010),10.557
Ford,Shelby,Shelby II Cabrio (facelift 2010),11.172
Ford,Shelby,Shelby II Cabrio (facelift 2010),11.287
Ford,Escort,Escort IV Cabrio,not known
Ford,Escort,Escort IV Cabrio,not known
Ford,Escort,Escort IV Cabrio,not known
Ford,Escort,Escort IV Cabrio,not known
Ford,Escort,Escort IV Cabrio,not known
Ford,Escort,Escort VI (GAL),not known
Ford,Escort,Escort VI (GAL),not known
Ford,Escort,Escort VI (GAL),not known
Ford,Escort,Escort VI (GAL),not known
Ford,Escort,Escort VI (GAL),not known
Ford,Escort,Escort VI (GAL),11.9 sec ,17.641
Ford,Escort,Escort VI (GAL),10.9 sec ,16.653
Ford,Escort,Escort VI (GAL),18 sec ,19.978
Ford,Escort,Escort VI (GAL),12.3 sec ,17.5
Ford,Escort,Escort VI (GAL),not known
Ford,Escort,Escort VI (GAL),not known
Ford,Escort,Escort VI (GAL),15.7 sec ,18.697
Ford,Escort,Escort VI (GAL),17.7 sec ,19.531
Ford,Escape,Escape III,16.056
Ford,Escape,Escape III,14.363
Ford,Escape,Escape III,14.571
Ford,Escape,Escape III,15.711
Ford,Escape,Escape III,15.943
Ford,Taurus,Taurus IV,14.84
Ford,Taurus,Taurus IV,14.97
Ford,Taurus,Taurus IV,16.224
Ford,Escort,"Escort V Turnier (GAL,AVL)",19.261
Ford,Escort,"Escort V Turnier (GAL,AVL)",not known
Ford,Escort,"Escort V Turnier (GAL,AVL)",not known
Ford,Escort,"Escort V Turnier (GAL,AVL)",not known
Ford,Escort,"Escort V Turnier (GAL,AVL)",not known
Ford,Escort,"Escort V Turnier (GAL,AVL)",not known
Ford,Crown Victoria,Crown Victoria (P7),15.035
Ford,Crown Victoria,Crown Victoria (P7),15.288
Ford,F-Series F-100/F-150,F-Series F-150 VII SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VII SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VII SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VII SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VII SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VII SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VII SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VII SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VII SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VII SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VII SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VII SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VII SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VII SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VII SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VII SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VII SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VII SuperCab,not known
